propname,cssaproptype,proptype,proptypelong,state,msa_category,year_built,sqft
Property8106,MF,Multifamily,Garden,OR,Other,2017.0,
Property22111,OF,Office,CBD,NV,26-50,2002.0,19019.0
Property10005,OF,Office,,CA,Top 25,1999.0,87868.0
Property31768,RT,Retail,Unanchored,TX,Top 25,2004.0,14744.0
Property30865,RT,Retail,Unanchored,TX,Top 25,2005.0,22399.0
Property19000,RT,Retail,Anchored,TX,Top 25,2004.0,49626.0
Property13794,MF,Multifamily,Garden,SC,51-100,1965.0,
Property2590,RT,Retail,Anchored,CA,26-50,2005.0,64417.0
Property8709,MF,Multifamily,Conventional,FL,51-100,1963.0,
Property33506,OF,Office,Suburban,FL,Top 25,1985.0,33751.0
Property3522,MF,Multifamily,Garden,OH,26-50,1986.0,
Property19210,MF,Multifamily,Conventional,WA,Other,1994.0,
Property19602,MF,Multifamily,Townhouse,TN,26-50,1999.0,
Property23531,RT,Retail,Anchored,FL,Top 25,1993.0,79314.0
Property21286,OF,Office,Suburban,FL,Top 25,2001.0,87108.0
Property30698,RT,Retail,Shadow Anchored,CA,LA,1978.0,42561.0
Property7470,RT,Retail,Shadow Anchored,CT,51-100,1961.0,42414.0
Property6722,RT,Retail,Anchored,TX,Top 25,1997.0,240891.0
Property33649,MF,Multifamily,Conventional,FL,Top 25,2000.0,
Property5127,MF,Multifamily,Garden,TX,Other,1975.0,
Property24162,MH,Manufactured Housing,Manufactured Housing,FL,26-50,1970.0,
Property33604,RT,Retail,Unanchored,CO,Top 25,1985.0,121479.0
Property9367,MF,Multifamily,Garden,TX,Top 25,2000.0,
Property2632,MF,Multifamily,,FL,Top 25,1962.0,
Property2429,MF,Multifamily,Garden,TX,Top 25,1981.0,
Property27785,MF,Multifamily,Senior Housing,WA,51-100,2000.0,
Property8735,MF,Multifamily,Conventional,ID,Other,2001.0,
Property18573,OF,Office,CBD,NY,NYC,1917.0,713686.0
Property35506,OF,Office,Suburban,PA,Top 25,1985.0,46410.0
Property24398,MF,Multifamily,Garden,FL,Top 25,1986.0,
Property24163,MF,Multifamily,Garden,VA,26-50,2008.0,
Property29947,MF,Multifamily,Garden,WI,26-50,2006.0,
Property18959,MF,Multifamily,Conventional,MS,Other,1979.0,
Property2258,MF,Multifamily,Garden,TX,Top 25,1965.0,
Property32349,RT,Retail,Anchored,CA,Top 25,2005.0,232768.0
Property27161,SS,Self Storage,Self Storage,CO,51-100,2004.0,88187.0
Property31050,RT,Retail,Shadow Anchored,CO,51-100,1999.0,39705.0
Property19583,RT,Retail,Unanchored,KS,26-50,2002.0,9828.0
Property32431,RT,Retail,Shadow Anchored,AZ,Top 25,1987.0,24634.0
Property32827,MH,Manufactured Housing,Manufactured Housing Community,OR,Other,1966.0,
Property2232,MF,Multifamily,Manufactured Housing,NY,Other,1950.0,
Property11027,MU,Mixed Use,Retail/Office,IN,26-50,1998.0,52084.0
Property29880,MF,Multifamily,Garden,TX,Top 25,1985.0,
Property36615,MF,Multifamily,Garden,CA,Top 25,1975.0,
Property32627,RT,Retail,Anchored,CA,Top 25,1986.0,70038.0
Property27244,OF,Office,General Suburban,CA,LA,1983.0,58030.0
Property3595,RT,Retail,Shadow Anchored,CA,Top 25,1980.0,30256.0
Property28769,RT,Retail,Anchored,NC,Other,2004.0,41023.0
Property24274,OF,Office,CBD,TN,26-50,1908.0,155082.0
Property36023,RT,Retail,Anchored,WI,26-50,1978.0,123068.0
Property3619,RT,Retail,Anchored,NC,26-50,1969.0,181805.0
Property12024,MF,Multifamily,Garden,TX,Top 25,1966.0,
Property23238,MF,Multifamily,Garden,TX,Top 25,1971.0,
Property24427,MF,Multifamily,Garden,TX,Top 25,1974.0,
Property12007,MF,Multifamily,Garden,TX,Top 25,1982.0,
Property20838,RT,Anchored Retail,,MD,Top 25,1957.0,90614.0
Property32086,MF,Multifamily,Garden,TX,Top 25,1980.0,
Property8879,RT,Retail,Free Standing,OH,26-50,2005.0,6207.0
Property16062,RT,Retail,Single Tenant,IL,Top 25,1964.0,14433.0
Property3672,RT,Retail,Single Tenant,IL,Top 25,1961.0,14502.0
Property35030,RT,Retail,Unanchored,CO,Top 25,1949.0,13301.0
Property23015,RT,Retail,Single Tenant,IL,Top 25,1925.0,9080.0
Property22808,RT,Retail,,IL,Top 25,1924.0,12571.0
Property1272,RT,Retail,Unanchored,UT,51-100,2000.0,14502.0
Property6267,RT,Retail,Unanchored,FL,51-100,2003.0,12697.0
Property11238,RT,Retail,Unanchored,OH,Other,1995.0,12771.0
Property16501,OF,Office,CBD,MI,Top 25,2002.0,36539.0
Property22700,OF,Office,Suburban,MI,Top 25,1997.0,49984.0
Property7601,RT,Retail,Anchored,AK,Other,1984.0,40160.0
Property9585,MF,Multifamily,Garden,ND,Other,1976.0,
Property12687,RT,Retail,Anchored,VA,26-50,2007.0,37057.0
Property1474,RT,Retail,Unanchored,CA,LA,1949.0,10974.0
Property19540,OF,Office,Medical,MI,Top 25,1979.0,35675.0
Property21873,RT,Retail,Anchored Retail,MI,Top 25,1964.0,110904.0
Property32051,RT,Retail,Anchored,OH,51-100,2000.0,54669.0
Property35193,OF,Office,Suburban,WA,Top 25,1982.0,155213.0
Property28850,OF,Office,Suburban,CA,51-100,1983.0,271033.0
Property36069,RT,Retail,,CA,LA,2004.0,228345.0
Property5180,OF,Office,CBD,CA,Other,1987.0,376103.0
Property3303,RT,Retail,Anchored,MN,Top 25,1991.0,50198.0
Property28000,LO,Hotel,Limited Service,MI,Top 25,1983.0,
Property1447,RT,Retail,Unanchored,MN,Top 25,1998.0,26787.0
Property33577,OF,Office,Suburban,MI,Top 25,2003.0,177506.0
Property28628,MU,Mixed Use,Retail/Office,MI,Top 25,1983.0,51324.0
Property12526,RT,Retail,Shadow Anchored,OR,Top 25,1983.0,105510.0
Property34480,MF,Multifamily,Conventional,VA,Other,1932.0,
Property5683,MU,Mixed Use,Multifamily/Retail,PA,51-100,1919.0,
Property29137,OF,Office,Suburban,TN,51-100,1999.0,19291.0
Property36145,SS,Self Storage,Self Storage,NC,Other,1997.0,21833.0
Property32462,RT,Retail,Anchored,IN,26-50,1999.0,58301.0
Property1347,RT,Retail,Single Tenant,IN,26-50,1997.0,8478.0
Property21345,RT,Retail,Anchored,NV,26-50,1998.0,371383.0
Property5367,RT,Retail,Anchored,NV,26-50,2000.0,375746.0
Property16249,RT,Retail,Anchored,NM,Other,1993.0,124130.0
Property5632,RT,Retail,Anchored,UT,26-50,1971.0,324027.0
Property31947,RT,Retail,Unanchored,UT,51-100,2005.0,9401.0
Property31764,RT,Retail,Anchored,NV,26-50,1976.0,656718.0
Property12953,RT,Retail,Regional Mall,MI,Other,1972.0,446313.0
Property31994,RT,Retail,Unanchored,FL,26-50,1993.0,37125.0
Property12934,MF,Multifamily,Conventional,TX,Top 25,1986.0,
Property18381,MF,Multifamily,Conventional,TX,Top 25,1973.0,
Property31378,MF,Multifamily,Conventional,OH,26-50,1954.0,
Property6305,MF,Multifamily,Conventional,TX,Top 25,1985.0,
Property35271,MF,Multifamily,Conventional,TX,Top 25,1973.0,
Property37146,RT,Retail,Anchored,AR,51-100,1974.0,117918.0
Property31300,OF,Office,Suburban,MA,26-50,2002.0,48605.0
Property2811,IN,Industrial,Warehouse/Distribution,MI,Top 25,2002.0,91462.0
Property2095,MF,Multifamily,Conventional,TX,Top 25,1972.0,
Property26249,OF,Office,Medical,GA,Top 25,2002.0,100861.0
Property32969,RT,Retail,Anchored,GA,Top 25,1998.0,458067.0
Property362,RT,Retail,Anchored,WV,Other,1985.0,135799.0
Property36601,RT,Retail,Anchored,WV,Other,1983.0,149768.0
Property9073,RT,Retail,Anchored,PA,Top 25,1979.0,120890.0
Property11655,RT,Retail,Anchored,PA,Top 25,1957.0,110645.0
Property20497,RT,Retail,Anchored,CA,Other,1990.0,90574.0
Property3186,MH,Manufactured Housing,Manufactured Housing,FL,Top 25,1967.0,
Property4296,IN,Industrial,Warehouse,MN,Top 25,1991.0,37701.0
Property7928,IN,Industrial,Warehouse / Distribution,WA,Other,2001.0,55799.0
Property17259,IN,Industrial,,CA,Top 25,1985.0,76846.0
Property15612,IN,Industrial,Warehouse,MO,Other,2005.0,47590.0
Property8426,IN,Industrial,,MS,51-100,2003.0,55972.0
Property18395,IN,Industrial,Warehouse,NJ,NYC,1961.0,169699.0
Property35398,IN,Industrial,Warehouse/Distribution,MO,Top 25,2003.0,162159.0
Property34607,RT,Retail,Unanchored,CA,San Fran,1968.0,7235.0
Property15606,IN,Industrial,Warehouse,CA,San Fran,2001.0,108784.0
Property27655,IN,Industrial,Warehouse / Distribution,WA,Other,2000.0,30341.0
Property34857,RT,Retail,Unanchored,TN,26-50,2000.0,7575.0
Property29794,IN,Industrial,Warehouse,IA,51-100,2001.0,23517.0
Property12756,IN,Industrial,Warehouse,KS,26-50,1996.0,155979.0
Property27493,IN,Industrial,Flex,NC,Other,1998.0,50799.0
Property579,IN,Industrial,Warehouse,IN,26-50,1996.0,89049.0
Property14931,IN,Industrial,,IL,Top 25,2001.0,156581.0
Property2493,IN,Industrial,Warehouse/Distribution,NV,Other,2003.0,103287.0
Property20935,IN,Industrial,Warehouse/Distribution,PA,Top 25,1960.0,149841.0
Property16015,IN,Industrial,Warehouse/Distribution,VA,Top 25,2002.0,63379.0
Property34254,IN,Industrial,Light Industrial,GA,Other,1999.0,33633.0
Property32515,IN,Industrial,Warehouse/Distribution,MA,Boston,2012.0,173185.0
Property30696,IN,Industrial,Warehouse,CA,26-50,2012.0,198769.0
Property21179,IN,Industrial,Warehouse,NY,NYC,1957.0,116590.0
Property24288,IN,Industrial,Warehouse/Distribution,SC,Other,2005.0,82604.0
Property26212,IN,Industrial/Warehouse,,AL,26-50,1998.0,77953.0
Property16755,IN,Industrial,Warehouse/Distribution,NY,51-100,2008.0,138056.0
Property26802,IN,Industrial,Warehouse,MI,51-100,2002.0,78031.0
Property2123,IN,Industrial,Warehouse,DE,Other,2003.0,78676.0
Property10679,IN,Industrial,Warehouse,NY,NYC,2002.0,137723.0
Property29588,RT,Retail,Single Tenant,FL,51-100,1998.0,6094.0
Property28400,RT,Retail,Free Standing,CO,Other,1998.0,7007.0
Property36772,IN,Industrial,Warehouse,IL,Other,1999.0,54950.0
Property19120,IN,Industrial,Warehouse,IL,Other,1998.0,38200.0
Property35983,IN,Industrial,Warehouse/Distribution,OR,Top 25,2006.0,109834.0
Property12824,IN,Industrial,Warehouse/Distribution,MN,Other,2003.0,11494.0
Property2887,IN,Industrial,Warehouse,VA,Top 25,2004.0,68467.0
Property16364,OF,Office,Urban,DC,Top 25,1980.0,721594.0
Property1137,IN,Industrial,Warehouse/Distribution,NY,26-50,1983.0,75992.0
Property2801,IN,Industrial,Flex,MI,Top 25,2002.0,25887.0
Property30879,IN,Industrial,Warehouse/Distribution,CT,26-50,1996.0,154007.0
Property1946,IN,Industrial,Warehouse,CA,LA,1996.0,119381.0
Property23386,IN,Industrial,Light Industrial,NJ,Other,2003.0,91471.0
Property16838,IN,Industrial,Light Industrial,NJ,Other,2000.0,91508.0
Property35742,OF,Office,General Urban,TN,26-50,1994.0,90467.0
Property14868,IN,Industrial,Office/Warehouse,CA,LA,1985.0,102149.0
Property18479,IN,Industrial,Warehouse,TX,Top 25,1979.0,62368.0
Property7701,IN,Industrial,Warehouse,AK,Other,2002.0,18725.0
Property7189,IN,industrial,Industrial/Warehouse,AR,51-100,1999.0,56347.0
Property1314,IN,Industrial,Warehouse,NJ,NYC,2001.0,46002.0
Property29659,IN,Industrial,Warehouse / Distribution,CA,LA,2003.0,52562.0
Property16032,SS,Self Storage,Self Storage,FL,Other,2001.0,67267.0
Property17041,OF,Office,Suburban,NC,51-100,1994.0,93690.0
Property1945,SS,Self Storage,Self Storage,FL,Other,1999.0,49530.0
Property33253,RT,Retail,Anchored,WA,Top 25,2008.0,169473.0
Property36087,OF,Office,Suburban,WA,Top 25,1970.0,7075.0
Property26211,IN,Industrial/W'hse,,ID,51-100,2007.0,67198.0
Property23743,IN,Industrial,Warehouse,RI,26-50,2001.0,64687.0
Property14699,MF,Multifamily,Garden,CA,LA,1987.0,
Property19683,IN,Industrial,Flex,WA,Top 25,2001.0,73205.0
Property2803,RT,Retail,Unanchored,CA,Top 25,2012.0,6253.0
Property21035,RT,Retail,Anchored,GA,Top 25,1984.0,112235.0
Property7069,RT,Retail,Unanchored,MO,Top 25,1968.0,100446.0
Property3861,RT,Retail,Single Tenant,TN,51-100,1993.0,15717.0
Property4667,IN,Industrial,Flex Industrial,MD,Top 25,1959.0,367265.0
Property23337,IN,Industrial,Warehouse,OH,26-50,1987.0,104471.0
Property2297,IN,Industrial,Industrial,CA,LA,1974.0,43026.0
Property16616,SS,Self Storage,Self Storage,DE,Top 25,2003.0,
Property6195,MF,Multifamily,Garden,NC,Top 25,1965.0,
Property15927,OF,Office,Medical,PA,Top 25,2002.0,71522.0
Property14362,RT,Retail,Anchored,FL,26-50,1964.0,131670.0
Property28361,MF,Multifamily,Garden,WA,Other,1990.0,
Property22688,MF,Multifamily,,FL,Top 25,1925.0,
Property25456,RT,Retail,Anchored,MI,Top 25,1983.0,30920.0
Property24415,MH,Manufactured Housing,Manufactured Housing,MD,Top 25,1967.0,
Property4524,MH,Manufactured Housing,Manufactured Housing Community,MI,51-100,1969.0,
Property26486,RT,Retail,Unanchored,CA,26-50,2006.0,7741.0
Property3164,OF,Office,Medical,MO,Other,1983.0,172858.0
Property10793,RT,Retail,Anchored Retail,VA,Top 25,1989.0,61768.0
Property15985,RT,Retail,Anchored,WI,Other,2002.0,73465.0
Property11908,MF,Multifamily,Garden,AL,Other,1996.0,
Property32700,RT,Retail,Unanchored,NV,26-50,1982.0,27849.0
Property3796,RT,Retail,Single Tenant Retail,WI,Other,2002.0,74766.0
Property1953,RT,Retail,Anchored,AL,Other,1996.0,108147.0
Property36946,RT,Retail,Anchored,NJ,Other,1984.0,125229.0
Property30716,RT,Retail,Anchored,MA,Other,1986.0,225646.0
Property7750,RT,Retail,Anchored,VA,Top 25,1988.0,117596.0
Property25362,RT,Retail,Anchored,VA,Top 25,1989.0,235160.0
Property36658,RT,Retail,Anchored,OH,26-50,1990.0,195629.0
Property33207,RT,Retail,Anchored Retail,MD,Top 25,1985.0,495746.0
Property14030,RT,Retail,Anchored,MD,Top 25,1992.0,81039.0
Property24691,RT,Retail,Shadow Anchored,MD,Top 25,1986.0,20995.0
Property29202,RT,Retail,Anchored,MI,Top 25,1996.0,93644.0
Property22892,OF,Office,Suburban,CO,Top 25,1998.0,413533.0
Property15827,RT,Retail,Anchored,NC,Other,2000.0,203008.0
Property24866,OF,Office,General Suburban,FL,26-50,2002.0,7012.0
Property10120,IN,Industrial,Flex,MD,Top 25,1977.0,52499.0
Property16497,RT,Retail,Free Standing,MI,Top 25,2006.0,7744.0
Property33714,OF,Office,Suburban,CA,LA,1992.0,30593.0
Property33410,RT,Retail,Unanchored,MS,26-50,2006.0,11148.0
Property27611,RT,Retail,Free Standing,TN,26-50,2002.0,5996.0
Property26091,MF,Multifamily,Conventional,AL,Other,1981.0,
Property3844,MF,Multifamily,Conventional,AL,Other,1978.0,
Property11836,MF,Multifamily,Conventional,AL,Other,1989.0,
Property7307,MF,Multifamily,Conventional,TX,Top 25,1981.0,
Property1694,CH,Cooperative,Cooperative,NY,NYC,1923.0,
Property30396,MF,Multifamily,Garden,TN,26-50,1998.0,
Property36602,RT,Retail,Anchored,MA,26-50,1988.0,194383.0
Property34329,OF,Office,Suburban,CA,Top 25,1982.0,44330.0
Property24618,RT,Retail,Unanchored,OH,26-50,2006.0,16620.0
Property28481,RT,Retail,Shadow Anchored,NM,51-100,1985.0,64598.0
Property9866,RT,Retail,Single Tenant,TX,26-50,1991.0,132137.0
Property5783,RT,Retail,Single Tenant,TX,Top 25,1989.0,64557.0
Property2179,RT,Retail,Anchored,TX,51-100,1991.0,176090.0
Property3056,RT,Retail,Anchored,CA,Top 25,1981.0,59949.0
Property12728,MF,Multifamily,Manufactured Housing,TX,Top 25,1967.0,
Property14300,MF,Multifamily,Anchored,TX,Other,1971.0,103120.0
Property7339,RT,Retail,Anchored,CA,LA,1954.0,32906.0
Property7414,OF,Office,Garden,AZ,Top 25,1987.0,34609.0
Property24810,CH,Multifamily,Cooperative,NY,NYC,1902.0,
Property23808,MU,Mixed Use,Retail/Office,WA,Top 25,1905.0,149876.0
Property34977,CH,Multifamily,Cooperative,NY,NYC,1910.0,
Property17431,CH,Multifamily,Cooperative,NY,NYC,1897.0,
Property22802,RT,Retail,Unanchored,TX,Top 25,2001.0,11206.0
Property28722,OF,Office,Suburban,CA,San Fran,1956.0,11024.0
Property17812,MU,Mixed Use,Multifamily/Retail,IL,Top 25,1917.0,
Property32414,LO,Hotel,Full Service,OR,Top 25,1914.0,
Property28462,OF,Office,Office Space,FL,51-100,2002.0,44277.0
Property15609,OF,Office,Suburban,FL,Other,2001.0,160561.0
Property31726,OF,Office,Suburban,CA,Top 25,1991.0,41518.0
Property37231,OF,Office,Suburban,CA,26-50,1981.0,72531.0
Property29586,IN,Industrial,Warehouse/Distribution,WI,Top 25,1998.0,92011.0
Property11593,MF,Multifamily,Garden,OK,51-100,1969.0,
Property4476,RT,Retail,Anchored,CA,51-100,2004.0,13091.0
Property22705,RT,Retail,Unanchored,CA,LA,1984.0,8546.0
Property16942,IN,Industrial,Flex,CA,LA,1975.0,164699.0
Property26446,MF,Multifamily,Garden,CA,LA,2005.0,
Property36701,OF,Office,CBD,CA,LA,1983.0,612013.0
Property28273,IN,Industrial,Warehouse/Distribution,MD,Top 25,1998.0,379007.0
Property19650,IN,Industrial,Flex Industrial,CO,51-100,1985.0,58630.0
Property36555,OF,Office,Suburban Garden Office,CA,Other,1994.0,35005.0
Property2422,OF,Office,Suburban,KS,26-50,1986.0,291998.0
Property5621,OF,Office,Suburban,CO,Top 25,1984.0,152558.0
Property3832,OF,Office,Suburban,FL,Other,1998.0,28719.0
Property13068,OF,Office,CBD,NY,NYC,1986.0,1030559.0
Property22988,CH,Multifamily,Cooperative,NY,NYC,1878.0,
Property429,RT,Retail,Anchored,NY,Other,2007.0,252837.0
Property26323,RT,Retail,Anchored,MD,Top 25,1983.0,83654.0
Property9144,CH,Multifamily,Cooperative,NY,NYC,1917.0,
Property19124,MF,Multifamily,Conventional,CA,Top 25,1976.0,
Property32143,OF,Office,Medical Office,WI,26-50,2003.0,17277.0
Property13228,OF,Office,Suburban,CA,San Fran,1980.0,710340.0
Property18786,OF,Office,Urban,UT,26-50,1910.0,61242.0
Property25660,OT,Other,Theater,TX,Top 25,2001.0,75244.0
Property6598,RT,Retail,Shadow Anchored,TX,Top 25,2005.0,22158.0
Property34969,RT,Retail,Anchored,TX,Top 25,1997.0,148860.0
Property32952,RT,Retail,Shadow Anchored,CO,51-100,2001.0,136893.0
Property34651,OF,Office,Suburban,CA,51-100,1999.0,39002.0
Property17124,SS,Self Storage,Self Storage,TX,Top 25,1974.0,104864.0
Property36778,OF,Office,Suburban,FL,Top 25,1926.0,30865.0
Property27745,OF,Office,Urban,VA,Other,1957.0,81829.0
Property6746,RT,Retail,Anchored,ND,Other,1993.0,103852.0
Property11307,OF,Office,CBD,TX,Top 25,1982.0,1333337.0
Property7939,SS,Self Storage,Self Storage,FL,Other,2000.0,126211.0
Property28396,OT,Other,Theater,TX,Top 25,1998.0,107699.0
Property2495,RT,Retail,Unanchored,TX,Top 25,1996.0,24398.0
Property34948,RT,Retail,Anchored,TX,Top 25,1995.0,410125.0
Property12375,RT,Retail,Anchored,TX,Top 25,1998.0,416073.0
Property14490,RT,Retail,Anchored,TX,Top 25,1989.0,111671.0
Property7481,SS,Self-Storage,Self Storage,TX,Top 25,1999.0,61226.0
Property2103,IN,Industrial,Flex,AZ,Top 25,2001.0,99442.0
Property24778,OF,Office,Suburban,OH,51-100,1973.0,335734.0
Property18888,OF,Office,CBD,WI,26-50,1926.0,147822.0
Property19945,OF,Office,Suburban,WA,Top 25,1989.0,70638.0
Property35787,OF,Office,Suburban,MO,26-50,2004.0,12981.0
Property33902,IN,Industrial,Warehouse,MN,Top 25,1995.0,74117.0
Property871,OT,Other,Ground Lease,HI,51-100,1961.0,210286.0
Property9450,OF,Office,Suburban,HI,51-100,1960.0,210285.0
Property36450,RT,Retail,Shadow Anchored,CO,Other,1979.0,56249.0
Property15056,OF,Office,CBD,MI,Top 25,1921.0,840431.0
Property23045,OF,Office,Suburban,OR,Other,2000.0,45566.0
Property7868,OF,Office,Suburban,TX,Top 25,1999.0,65839.0
Property713,RT,Retail,Anchored,DE,Top 25,1989.0,160704.0
Property7659,OF,Office,,FL,Top 25,1971.0,43737.0
Property1981,OF,Office,Suburban,GA,Top 25,1988.0,615748.0
Property25697,RT,Retail,Anchored,CO,51-100,2005.0,161612.0
Property12622,RT,Retail,Anchored,CA,51-100,1972.0,81466.0
Property15893,IN,Industrial,Light Industrial,CA,LA,1974.0,35362.0
Property9508,OF,Office,Suburban / Warehouse,AK,Other,1972.0,72957.0
Property3118,OF,Office,Suburban,OK,26-50,2003.0,58559.0
Property4637,OF,Office,General Suburban,MI,Top 25,1929.0,778328.0
Property24012,CH,Multifamily,Cooperative,NY,NYC,1980.0,
Property36126,RT,Retail,Shadow Anchored,IN,26-50,2001.0,28315.0
Property31563,RT,Retail,Shadow Anchored,IN,26-50,2007.0,20498.0
Property3499,RT,Retail,Unanchored,IN,26-50,1997.0,29614.0
Property37743,RT,Retail,Unanchored,IN,26-50,2000.0,21338.0
Property32581,IN,Industrial/Warehouse,,MD,Top 25,1986.0,59827.0
Property32128,OF,Office,Medical,IN,26-50,2002.0,25843.0
Property23632,RT,Retail,Unanchored,IN,26-50,2003.0,24491.0
Property88,OF,Office,General Urban,VA,26-50,1989.0,50611.0
Property17484,MF,Multifamily,Garden,DC,Top 25,1968.0,
Property36184,OF,Office,Suburban,NY,51-100,1920.0,49994.0
Property7156,RT,Retail,Anchored,GA,Top 25,1998.0,88666.0
Property14961,RT,Retail,Anchored,SC,51-100,1997.0,64204.0
Property12121,RT,Retail,Shadow Anchored,TX,26-50,2004.0,9993.0
Property3190,OF,Office,Anchored,GA,Other,1963.0,122503.0
Property9145,RT,Retail,Anchored,OH,26-50,1962.0,70879.0
Property441,RT,Retail,Anchored,AL,26-50,1961.0,204304.0
Property6058,OF,Office,Suburban,CT,51-100,1988.0,13200.0
Property20968,IN,Industrial,Warehouse/Distribution,MN,Top 25,1995.0,47145.0
Property6608,IN,Industrial,Warehouse/Distribution,MN,Top 25,1997.0,115862.0
