propname,cssaproptype,proptype,proptypelong,state,msa_category,year_built,sqft
Property35299,OF,Office,Medical Office,OR,Other,1998.0,26670.0
Property11997,OF,Office,CBD,OR,Other,1992.0,85788.0
Property10438,MF,Multifamily,Garden,TX,Top 25,1971.0,
Property2715,RT,Retail,Anchored,TX,Top 25,1983.0,242250.0
Property31186,OF,Office,Urban,DC,Top 25,1967.0,43384.0
Property28181,OF,Office,Urban,CA,26-50,1998.0,9462.0
Property17763,OF,Office,Urban,CA,26-50,2000.0,30925.0
Property15626,OF,Office,Urban,CA,26-50,2002.0,15266.0
Property19257,RT,Retail,Unanchored,MI,Top 25,1992.0,25267.0
Property4220,MF,Multifamily,Garden,CA,Top 25,1987.0,
Property34943,RT,Retail,Anchored,MO,Top 25,2006.0,87329.0
Property25958,RT,Retail,Anchored,FL,26-50,1969.0,101895.0
Property15301,RT,Retail,Unanchored,FL,26-50,2003.0,20642.0
Property15054,RT,Retail,Anchored,FL,26-50,2000.0,136960.0
Property5356,IN,Industrial,Flex Industrial,AZ,Top 25,1994.0,71492.0
Property14833,RT,Retail,Shadow Anchored,TX,Top 25,2008.0,10782.0
Property25971,OF,Office,Suburban,IL,Top 25,1904.0,51160.0
Property6654,MF,Multifamily,Student Housing,MN,Other,1986.0,
Property3132,RT,Retail,Anchored,IN,Other,1999.0,273989.0
Property11635,CH,Multifamily,Cooperative,NY,NYC,1927.0,
Property32496,MU,Mixed Use,Retail/Office,CA,LA,1984.0,37580.0
Property6215,MU,Mixed Use,Office/Retail,FL,26-50,2007.0,207024.0
Property14163,RT,Retail,Unanchored,WA,Top 25,2008.0,31868.0
Property17315,SS,Self-Storage,Self Storage,WA,Top 25,1991.0,97755.0
Property22771,OF,Office,Suburban,WA,Top 25,1988.0,188308.0
Property12691,RT,Retail,Anchored,WA,Other,1985.0,123973.0
Property33278,RT,Retail,Shadow Anchored,WA,Top 25,1986.0,124502.0
Property7712,RT,Retail,Unanchored,WA,Top 25,2002.0,12571.0
Property10356,SS,Self Storage,Self Storage,TX,Top 25,1982.0,111284.0
Property10208,MF,Multifamily,Garden,NV,26-50,1985.0,
Property12612,MH,Manufactured Housing,Manufactured Housing,MI,Other,1973.0,
Property31665,OF,Office,Suburban,CA,LA,1978.0,96112.0
Property5069,IN,Industrial,Distribution,OR,Top 25,1998.0,151003.0
Property20647,RT,Retail,Anchored,CA,26-50,2000.0,62045.0
Property23243,MH,Mobile Home Park,Mobile Home Park,ID,51-100,1973.0,
Property37496,OF,Office,Suburban,WA,Other,1969.0,81766.0
Property349,OF,Office,Suburban,IL,Top 25,1960.0,119057.0
Property28488,CH,Multifamily,Cooperative,NY,NYC,1925.0,
Property380,RT,Retail,Unanchored,WA,Top 25,2003.0,8513.0
Property3463,RT,Retail,Unanchored,WA,Top 25,2004.0,18934.0
Property24440,MF,Multifamily,Garden,WA,Other,1991.0,115325.0
Property31465,SS,Self Storage,Self Storage,WA,Top 25,1998.0,63546.0
Property16605,RT,Unanchored Retail,Anchored,MD,Top 25,1990.0,91154.0
Property31365,MU,Mixed Use,Office/Retail,CA,26-50,1980.0,40998.0
Property11369,MF,MF,Manufactured Housing Community,CA,LA,1965.0,5434.0
Property12925,MF,Multifamily,Garden,NJ,Other,2001.0,
Property4168,MF,Multifamily,Multifamily,NY,NYC,1997.0,
Property3514,MF,Multifamily,,TX,Top 25,1981.0,
Property32024,OF,Office,Medical Office,WA,Top 25,2002.0,18624.0
Property6770,MU,Mixed Use,Retail/Office,HI,51-100,1960.0,90378.0
Property6025,MF,Multifamily,Multifamily,CA,LA,1984.0,
Property34740,OF,Office,Suburban,CA,Top 25,1998.0,82166.0
Property12489,OF,Office,Suburban,MN,Top 25,2010.0,501634.0
Property4446,OF,Office,General Suburban,WI,51-100,1995.0,58144.0
Property10627,OF,Office,CBD,LA,26-50,1984.0,355897.0
Property30688,OT,Parking,Parking,FL,Other,1953.0,74756.0
Property29511,MF,Multifamily,,GA,Other,1895.0,
Property6880,OF,Office,Suburban,MD,Top 25,1983.0,51220.0
Property31422,OF,Office,CBD,VA,26-50,1872.0,76331.0
Property21074,OF,Office,Urban,CA,Top 25,1985.0,83973.0
Property16026,OF,Office,Flex,FL,26-50,1991.0,186834.0
Property576,MU,Mixed Use,Office/Retail,FL,51-100,2003.0,9110.0
Property23080,MF,Multifamily,Conventional,FL,Other,2000.0,
Property34136,IN,Industrial,Flex,IL,Top 25,1997.0,23273.0
Property32735,OF,Office,General Suburban,FL,Top 25,1984.0,73183.0
Property37252,OF,Office,Suburban,TX,51-100,2002.0,24557.0
Property31687,OF,Office,Suburban,WI,26-50,1979.0,55858.0
Property36648,MU,Mixed Use,Office/Industrial,CA,LA,1979.0,50904.0
Property11040,OF,Office,Suburban,MD,Other,1979.0,88027.0
Property13815,IN,Industrial,Light Industrial,ID,51-100,1990.0,41017.0
Property16101,OF,Office,Medical,TX,Other,2003.0,59481.0
Property28993,OF,Office,Suburban,WI,26-50,1973.0,58900.0
Property18949,MF,Multifamily,Garden,IA,51-100,1976.0,
Property5090,LO,Hotel,Full Service,WA,Top 25,1926.0,
Property10096,OF,Office,Suburban,OH,26-50,1973.0,89180.0
Property4697,MF,Multifamily,,AL,Other,1978.0,
Property31129,OF,Office,Suburban,FL,Top 25,1974.0,82840.0
Property25679,OF,Office,Suburban,NV,26-50,1993.0,51160.0
Property36748,OF,Office,,TX,Other,1982.0,79813.0
Property18266,OF,Office,Suburban,NJ,NYC,1984.0,65775.0
Property30138,OF,Office,,MD,Top 25,1990.0,94827.0
Property27285,OF,Office,Suburban,NE,51-100,1986.0,48139.0
Property26678,MF,Multifamily,High Rise,OH,51-100,1965.0,
Property12410,IN,Industrial,Warehouse/Distribution,PA,51-100,1990.0,330011.0
Property28876,RT,Retail,Unanchored,TN,26-50,1986.0,87967.0
Property35492,IN,Industrial,Flex Industrial,OH,51-100,1995.0,192221.0
Property1839,RT,Retail,Unanchored,TX,Top 25,2008.0,28690.0
Property9999,IN,Industrial,Flex,CA,Top 25,1973.0,49602.0
Property36412,OF,Office,Suburban,TX,Top 25,2007.0,65314.0
Property22637,RT,Retail,Unanchored,CA,LA,1965.0,51547.0
Property16409,OF,Office,Suburban,MO,Top 25,2008.0,314999.0
Property22595,SS,Self Storage,Self Storage,TX,Top 25,2000.0,
Property32562,RT,Retail,Shadow Anchored,TX,Other,2000.0,78767.0
Property29030,RT,Retail,Shadow Anchored,TX,Other,2002.0,58326.0
Property1271,SS,Self Storage,,NY,NYC,1991.0,39836.0
Property32972,OF,Office,Suburban,PA,Top 25,2004.0,40595.0
Property31343,RT,Retail,Unanchored,PA,Top 25,2004.0,12894.0
Property10969,SS,Self-Storage,,VA,26-50,1984.0,79067.0
Property19137,SS,Storage,Self Storage,FL,Other,1981.0,
Property16947,SS,Self Storage,Self Storage,MD,Top 25,1986.0,70437.0
Property24211,SS,Self Storage,Self Storage,TX,26-50,1996.0,57460.0
Property17364,SS,Self Storage,Self Storage,OR,Top 25,1983.0,67549.0
Property29682,SS,Self Storage,Self Storage,MD,Top 25,1955.0,120895.0
Property5706,SS,Self Storage,Self Storage,CA,LA,1975.0,103234.0
Property13974,SS,Self Storage,Self Storage,IL,Top 25,1938.0,71630.0
Property1814,SS,Self Storage,Self Storage,IL,Top 25,1888.0,48785.0
Property23927,SS,Self Storage,Self Storage,MD,Top 25,1987.0,71305.0
Property30903,SS,Self Storage,Self Storage,OH,26-50,1986.0,89241.0
Property29695,SS,Self Storage,Self Storage,OH,26-50,1994.0,62320.0
Property34076,SS,Self Storage,Self Storage,OH,26-50,1993.0,49797.0
Property7635,SS,Self Storage,Self Storage,TN,26-50,1998.0,89310.0
Property19285,SS,Self Storage,Self Storage,MA,Boston,1899.0,69797.0
Property30316,SS,Self Storage,Self Storage,VA,Top 25,1962.0,52747.0
Property17035,SS,Self Storage,Self Storage,FL,51-100,1991.0,70777.0
Property34203,SS,Self Storage,Self Storage,NJ,NYC,1982.0,120940.0
Property17112,SS,Self Storage,Self Storage,CA,Top 25,1986.0,78641.0
Property13938,SS,Self Storage,Self Storage,TX,Top 25,1997.0,56967.0
Property23486,SS,Self Storage,Self Storage,RI,26-50,1999.0,75839.0
Property25330,SS,Self Storage,Self Storage,NV,26-50,2002.0,74625.0
Property7656,SS,Self Storage,Self Storage,NJ,NYC,1998.0,61123.0
Property24374,SS,Self Storage,Self Storage,CA,LA,1987.0,68358.0
Property12421,SS,Self Storage,Self Storage,KY,26-50,1995.0,61095.0
Property33332,SS,Self Storage,Self Storage,CA,LA,1986.0,113736.0
Property30477,SS,Self Storage,Self Storage,MI,Top 25,1979.0,44523.0
Property18684,SS,Self Storage,Self Storage,FL,Other,1986.0,81640.0
Property20606,SS,Self Storage,Self Storage,NY,Other,1989.0,69078.0
Property12378,SS,Self Storage,Self Storage,NJ,NYC,2002.0,85975.0
Property25796,SS,Self Storage,Self Storage,CA,26-50,1983.0,66261.0
Property4468,SS,Self Storage,Self Storage,CA,Top 25,1984.0,125578.0
Property656,SS,Self Storage,Self Storage,NJ,NYC,1995.0,76512.0
Property8512,SS,Self Storage,Self Storage,PA,Top 25,1899.0,104468.0
Property6940,SS,Self Storage,Self Storage,MA,Boston,1994.0,69698.0
Property14941,SS,Self Storage,Self Storage,TX,Top 25,1992.0,77921.0
Property35217,SS,Self Storage,Self Storage,CA,26-50,1971.0,72449.0
Property17631,SS,Self Storage,Self Storage,WA,Top 25,2000.0,67180.0
Property4580,SS,Self Storage,Self Storage,MA,Boston,2004.0,61882.0
Property34342,SS,Self Storage,Self Storage,NJ,NYC,2001.0,73368.0
Property15673,SS,Self Storage,Self Storage,OH,51-100,1978.0,73617.0
Property4837,SS,Self Storage,Self Storage,CA,Other,1987.0,33141.0
Property1065,SS,Self Storage,Self Storage,FL,Top 25,1989.0,51782.0
Property23031,SS,Self Storage,Self Storage,UT,26-50,1993.0,53174.0
Property34818,SS,Self Storage,Self Storage,CO,Top 25,2013.0,55018.0
Property6887,SS,Self Storage,Self-Storage,TN,26-50,1985.0,36240.0
Property1068,SS,Self Storage,Self Storage,TX,26-50,2001.0,59759.0
Property7101,SS,Self Storage,Self Storage,SC,51-100,2001.0,59669.0
Property29433,SS,Self Storage,Self Storage,TX,Top 25,1999.0,94125.0
Property8163,SS,Self Storage,Self Storage,FL,51-100,2001.0,73722.0
Property30148,SS,Self Storage,Self Storage,TX,Top 25,2001.0,70811.0
Property20173,SS,Self Storage,Self Storage,SC,51-100,2001.0,67438.0
Property538,SS,Self Storage,Self Storage,TX,Top 25,1998.0,70293.0
Property15060,SS,Self Storage,Self Storage,FL,Top 25,1999.0,57266.0
Property15712,SS,Self Storage,Self Storage,TX,Top 25,1987.0,49988.0
Property34731,SS,Self Storage,Self Storage,GA,Top 25,2000.0,85662.0
Property22121,SS,Self Storage,Self Storage,GA,Top 25,1993.0,52160.0
Property35666,SS,Self Storage,Self Storage,GA,Top 25,1995.0,41436.0
Property19283,SS,Self Storage,Self Storage,SC,51-100,1997.0,49350.0
Property22264,SS,Self Storage,Self Storage,FL,Top 25,1995.0,56942.0
Property31979,SS,Self Storage,Self Storage,LA,26-50,1996.0,67884.0
Property1455,SS,Self Storage,Self Storage,LA,26-50,1996.0,80073.0
Property30717,SS,Self Storage,Self Storage,FL,26-50,2000.0,92631.0
Property24553,SS,Self Storage,Self Storage,FL,Other,2000.0,69690.0
Property1723,SS,Self Storage,Self Storage,VA,26-50,1999.0,67004.0
Property30593,SS,Self Storage,Self Storage,SC,51-100,1997.0,70559.0
Property19544,SS,Self Storage,Self Storage,FL,Top 25,1998.0,53831.0
Property37314,SS,Self Storage,Self Storage,GA,Top 25,1995.0,75940.0
Property689,SS,Self Storage,Self Storage,FL,26-50,1987.0,72857.0
Property12029,SS,Self Storage,Self Storage,FL,26-50,1998.0,69417.0
Property21247,SS,Self Storage,Self Storage,FL,26-50,1998.0,87769.0
Property6580,SS,Self Storage,Self Storage,FL,26-50,2000.0,86602.0
Property1433,SS,Self Storage,Self Storage,FL,Other,1973.0,51481.0
Property25712,SS,Self Storage,Self Storage,FL,Other,1996.0,71512.0
Property34916,SS,Self Storage,Self Storage,FL,51-100,2001.0,55458.0
Property19751,SS,Self Storage,Self Storage,CA,LA,1979.0,
Property14602,SS,Self Storage,Self Storage,CA,LA,1990.0,
Property28798,SS,Self Storage,Self Storage,NJ,NYC,1984.0,
Property1901,SS,Self Storage,Self Storage,UT,26-50,1995.0,
Property24357,SS,Self Storage,Self Storage,NJ,Other,1999.0,
Property30070,SS,Self Storage,Self Storage,CA,San Fran,1999.0,
Property36618,SS,Self Storage,Self Storage,FL,Top 25,1991.0,
Property26068,SS,Self Storage,Self Storage,CA,Top 25,1982.0,
Property25766,SS,Self Storage,Self Storage,CA,LA,1974.0,
Property22216,SS,Self Storage,Self Storage,CT,51-100,1985.0,50916.0
Property7796,SS,Self Storage,Self Storage,CA,LA,2003.0,78721.0
Property23326,SS,Self Storage,Self Storage,TN,26-50,1978.0,49661.0
Property35359,SS,Self Storage,Self Storage,TX,Top 25,2002.0,57520.0
Property34231,SS,Self Storage,Self Storage,KS,51-100,1975.0,49974.0
Property36033,SS,Self Storage,Self Storage,MD,Top 25,1994.0,70186.0
Property21442,SS,Self Storage,Self Storage,TX,Top 25,1956.0,63919.0
Property14610,SS,Self Storage,Self Storage,FL,Top 25,2005.0,71714.0
Property9389,SS,Self Storage,Self Storage,TX,Top 25,2000.0,84066.0
Property7389,SS,Self Storage,Self Storage,CA,Other,1999.0,69682.0
Property27397,SS,Self Storage,Self Storage,AZ,Top 25,2003.0,48267.0
Property30825,SS,Self Storage,Self Storage,MA,Boston,1999.0,49293.0
Property36471,SS,Self Storage,Self Storage,CA,San Fran,2007.0,75066.0
Property24651,SS,Self Storage,Self Storage,CA,Top 25,1993.0,111612.0
Property27658,SS,Self Storage,Self Storage,CA,LA,2000.0,67832.0
Property21359,SS,Self Storage,Self Storage,TN,51-100,1985.0,73933.0
Property25472,SS,Self Storage,Self Storage,CA,LA,2002.0,50180.0
Property27800,SS,Self Storage,Self Storage,CA,Top 25,1979.0,82096.0
Property30863,SS,Self Storage,Self Storage,CA,51-100,2001.0,
Property28333,SS,Self Storage,Self Storage,CA,Top 25,1976.0,56883.0
Property32532,SS,Self Storage,Self Storage,CA,LA,1999.0,77433.0
Property26107,SS,Self Storage,Self Storage,CA,LA,2002.0,89550.0
Property31517,IN,Industrial,Flex,CA,LA,1978.0,27079.0
Property30093,SS,Self Storage,Self Storage,WA,Other,2001.0,29656.0
Property12503,OF,Office,Suburban,NJ,NYC,2002.0,11268.0
Property15418,RT,Retail,Unanchored,OH,26-50,1986.0,13528.0
Property25554,OF,Office,General Suburban,MI,Top 25,1980.0,35057.0
Property14088,OF,Office,Suburban,NV,26-50,2001.0,18963.0
Property10035,RT,Retail,Anchored,TX,26-50,1975.0,53231.0
Property330,RT,Retail,Anchored,CA,LA,1950.0,31858.0
Property2477,OF,Office,Suburban,NY,26-50,2000.0,95497.0
Property30285,OF,Office,Suburban,AZ,Other,2002.0,9314.0
Property11787,IN,Industrial,Flex,AK,Other,1996.0,24086.0
Property26317,OF,Office,CBD,PA,Top 25,1999.0,87182.0
Property24067,OF,Office,Suburban,MD,Top 25,2004.0,155781.0
Property14374,OF,Office,Suburban,CA,LA,1978.0,98922.0
Property32930,OF,Office,Suburban,KS,26-50,1990.0,53758.0
Property6128,OF,Office,Suburban,TX,Top 25,2001.0,83506.0
Property18576,OF,Office,CBD,CA,LA,1987.0,156216.0
Property9897,RT,Retail,Shadow Anchored,TX,Top 25,2004.0,18912.0
Property19741,OF,Office,Suburban,NJ,Other,2006.0,110772.0
Property30762,IN,Industrial,Flex,TX,Top 25,1969.0,462728.0
Property10738,OF,Office,Suburban,AZ,Top 25,1971.0,233484.0
Property4909,OF,Office,R&D Flex,CA,26-50,1984.0,32842.0
Property35837,IN,Industrial,Flex,CA,LA,1973.0,19062.0
Property15189,RT,Retail,Anchored,IL,Top 25,1995.0,86607.0
Property32013,RT,Retail,Free Standing,TX,Top 25,1967.0,14841.0
Property36321,IN,Industrial,Warehouse,TX,Top 25,2000.0,50000.0
Property12915,RT,Retail,Unanchored,CA,26-50,1971.0,51807.0
Property13715,RT,Retail,Anchored,VA,Top 25,1974.0,392135.0
Property6089,RT,Retail,Anchored,MD,Top 25,2000.0,110092.0
Property35900,RT,Retail,Unanchored,CA,LA,1910.0,23842.0
Property34272,OF,Office,Suburban,VA,Top 25,1986.0,413751.0
Property14380,RT,Retail,Shadow Anchored,VA,Top 25,1994.0,116454.0
Property32525,OF,Office,Suburban,VA,Other,1988.0,128118.0
Property32068,OF,Office,Suburban,VA,Other,1984.0,183175.0
Property23431,OF,Office,General Suburban,VA,Top 25,1986.0,1250870.0
Property5603,RT,Retail,Anchored,TX,Top 25,1952.0,54925.0
Property9412,OF,Office,Suburban,VA,Top 25,1989.0,140121.0
Property221,MF,Multifamily,Mid Rise,PA,Top 25,1961.0,
Property21827,RT,Retail,Super Regional Mall,VA,Top 25,1976.0,779958.0
Property9484,OF,Office,Suburban,VA,Top 25,1986.0,177783.0
Property27781,RT,Retail,Shadow Anchored,CA,26-50,2005.0,15248.0
Property21471,RT,Retail,Shadow Anchored,TX,Top 25,2004.0,13244.0
Property17875,MF,Multifamily,Section 42,MD,Top 25,1993.0,
Property33316,CH,Multifamily,Cooperative,GA,Top 25,1972.0,
Property3213,MF,Multifamily,Multifamily,MI,Other,1984.0,
Property30646,OF,Office,Suburban,VA,Top 25,1974.0,199698.0
Property32754,RT,Retail,Anchored,VA,Top 25,1966.0,105003.0
Property16438,RT,Retail,Lifestyle Center,VA,Top 25,2001.0,149925.0
Property19507,CH,Multifamily,Cooperative,NY,NYC,1936.0,
Property28687,OF,Office,,FL,51-100,1986.0,61140.0
Property22433,RT,Retail,Retail Anchored,VA,Top 25,1982.0,75624.0
Property34063,OF,Office,Office,VA,Top 25,1986.0,66803.0
Property17957,RT,Retail,Anchored,DE,Top 25,1936.0,52894.0
Property3875,RT,Retail,Unanchored,DC,Top 25,1945.0,21027.0
Property9378,MF,Multifamily,Garden,DE,Top 25,1966.0,
Property6904,MU,Mixed Use,Industrial/Office/Retail,NJ,NYC,1976.0,335961.0
Property2160,RT,Retail,Anchored,CO,Top 25,1984.0,133016.0
Property18859,RT,Retail,Unanchored,TX,Top 25,1998.0,16419.0
Property13340,RT,Retail,Unanchored,TX,Top 25,2000.0,12053.0
Property1849,RT,Retail,Anchored,CA,Other,1988.0,108988.0
Property17633,LO,Hospitality,Limited Service,SC,Other,1996.0,
Property5687,LO,Hospitality,Limited Service,CO,51-100,1995.0,
Property9164,LO,Hospitality,Limited Service,FL,Top 25,2008.0,
Property13868,LO,Hospitality,Limited Service,SC,51-100,2005.0,
Property286,LO,Hospitality,Limited Service,OR,Other,2004.0,
Property14922,LO,Hospitality,Limited Service,NC,Other,1999.0,
Property13930,LO,Hospitality,Limited Service,SC,51-100,1997.0,
Property10774,LO,Hospitality,Limited Service,SC,51-100,2002.0,
Property21603,LO,Hospitality,Limited Service,VA,Other,1995.0,
Property28502,LO,Hospitality,Limited Service,NC,Other,2002.0,
Property14393,LO,Hotel,Limited Service,IL,Top 25,2000.0,
Property31278,LO,Hospitality,Limited Service,OH,26-50,1959.0,
Property37044,LO,Hospitality,Limited Service,DE,Other,2003.0,
Property19248,LO,Hotel,Limited Service,OR,Top 25,1996.0,
Property34631,LO,Hospitality,Limited Service,VA,Top 25,1995.0,
Property28464,LO,Hotel,Limited Service,FL,26-50,2002.0,
Property21876,LO,Hospitality,Limited Service,FL,Other,2013.0,
Property37077,LO,Hotel,Limited Service,NC,26-50,1992.0,
Property9952,LO,Hospitality,Limited Service,OH,51-100,2006.0,
Property30005,LO,Hospitality,Limited Service,VA,26-50,2006.0,
Property27232,LO,Hospitality,Limited Service,PA,Top 25,2017.0,
Property30967,LO,Hospitality,Limited Service,NC,51-100,1995.0,
Property33352,LO,Hotel,Limited Service,GA,Top 25,1998.0,
Property9085,LO,Hospitality,Limited Service,FL,Top 25,2002.0,
Property22562,LO,Hospitality,Limited Service,NY,NYC,2008.0,
Property16227,LO,Hospitality,Limited Service,OH,26-50,2001.0,
Property23709,LO,Hospitality,Limited Service,TX,Top 25,1994.0,
Property19452,LO,Hotel,Limited Service,TN,51-100,2009.0,
Property15411,LO,Hospitality,Limited Service,SC,Other,2001.0,
Property35119,LO,Hospitality,Limited Service,VA,Other,2009.0,
Property13142,LO,Hospitality,Limited Service,MO,26-50,1989.0,
Property36296,LO,Hospitality,Limited Service,GA,Top 25,2006.0,
Property25597,LO,Hospitality,Limited Service,WI,26-50,1923.0,
Property28135,LO,Hospitality,Limited Service,IL,Other,2004.0,
Property18998,LO,Hospitality,Limited Service,TX,Top 25,2012.0,
Property8763,LO,Hotel,Limited Service,NC,26-50,1997.0,
Property10359,LO,Hotel,Limited Service,CA,26-50,2006.0,
Property5629,LO,Hotel,Limited Service,VA,Other,2009.0,
Property460,LO,Hospitality,Limited Service,NY,Other,2008.0,
Property3735,LO,Hospitality,Limited Service,OH,51-100,1996.0,
Property26248,LO,Hospitality,Limited Service,FL,Top 25,2011.0,
Property19494,LO,Hospitality,Limited Service,PA,51-100,1995.0,
Property11166,LO,Hospitality,Limited Service,NJ,Top 25,1998.0,
Property22877,LO,Hospitality,Limited Service,GA,Other,2009.0,
Property4350,LO,Hospitality,Limited Service,KS,26-50,1996.0,
Property23697,LO,Hospitality,Limited Service,TN,51-100,1991.0,
Property1282,LO,Hospitality,Limited Service,AK,Other,2005.0,
Property34429,LO,Hospitality,Limited Service,KY,Other,1990.0,
Property24164,LO,Hospitality,Limited Service,VA,Top 25,2000.0,
Property24782,LO,Hospitality,Limited Service,CO,51-100,1996.0,
Property33621,LO,Hospitality,Limited Service,IN,Other,1993.0,
Property33297,LO,Hotel,Limited Service,NC,Other,1987.0,
Property2968,LO,Hospitality,Limited Service,TX,Top 25,1994.0,
Property11842,LO,Hospitality,Limited Service,IN,Top 25,1994.0,
Property35011,LO,Hospitality,Limited Service,IN,26-50,1996.0,
Property954,LO,Hospitality,Limited Service,FL,26-50,1978.0,
Property2053,LO,Hospitality,Limited Service,MI,Other,1998.0,
Property12761,LO,Hospitality,Limited Service,NY,NYC,2005.0,
Property12532,LO,Hotel,Limited Service,NC,Other,1991.0,
Property34124,LO,Hospitality,Limited Service,NY,NYC,2007.0,
Property9939,LO,Hospitality,Limited Service,FL,Top 25,1997.0,
Property24961,LO,Hospitality,Limited Service,SC,Other,1998.0,
Property17770,LO,Hotel,Limited Service,KS,26-50,1995.0,
Property16390,LO,Hospitality,Limited Service,SC,Other,1995.0,
Property33228,LO,Hospitality,Limited Service,NJ,NYC,1986.0,
Property32901,LO,Hotel,Limited Service,AZ,51-100,1995.0,
Property22567,LO,Hospitality,Limited Service,NC,Other,1992.0,
Property22369,LO,Hospitality,Limited Service,OH,26-50,2001.0,
Property31345,LO,Hospitality,Limited Service,PA,Top 25,1997.0,
Property31628,LO,Hospitality,Limited Service,NC,Top 25,1999.0,
Property233,LO,Hotel,Limited Service,SC,51-100,1996.0,
Property14623,LO,Hospitality,Limited Service,OH,26-50,1997.0,
Property5976,LO,Hotel,Limited Service,OH,51-100,1985.0,
Property34448,LO,Hotel,Limited Service,FL,Other,1999.0,
Property28067,LO,Hospitality,Limited Service,FL,51-100,1995.0,
Property30435,LO,Hospitality,Limited Service,NC,Top 25,1999.0,
Property8059,LO,Hospitality,Limited Service,SC,51-100,1988.0,
Property13261,LO,Hotel,Limited Service,SC,Other,1995.0,
Property28641,LO,Hotel,Limited Service,PA,Top 25,1988.0,
Property13496,LO,Hotel,Limited Service,KS,Other,1996.0,
Property7169,LO,Hospitality,Limited Service,TX,Top 25,1997.0,
Property34694,LO,Hotel,Limited Service,MI,Other,1991.0,
Property12136,LO,Hospitality,Limited Service,FL,26-50,1998.0,
Property12328,LO,Hospitality,Limited Service,MS,51-100,1998.0,
Property11377,LO,Hospitality,Limited Service,VA,Top 25,1993.0,
Property9676,LO,Hospitality,Limited Service,UT,51-100,1988.0,
Property15070,LO,Hotel,Limited Service,AZ,Top 25,1986.0,
Property37703,LO,Hotel,Limited Service,UT,Other,1996.0,
Property27543,LO,Hospitality,Limited Service,MD,Top 25,1994.0,
Property32890,LO,Hospitality,Limited Service,WA,Other,1999.0,
Property6351,LO,Hospitality,Limited Service,DE,Other,2002.0,
Property21378,LO,Hospitality,Hospitality,VA,Other,1994.0,
Property16746,LO,Hotel,Limited Service,VA,26-50,1997.0,
Property33271,LO,Hospitality,Limited Service,MI,Other,1988.0,
Property16110,MF,Multifamily,Multifamily,FL,Other,2000.0,250591.0
Property37748,OF,Office,Office/Warehouse,SC,51-100,1963.0,67698.0
Property1588,SS,Self Storage,Self Storage,CA,Other,2005.0,116206.0
Property26796,RT,Retail,Anchored,VA,26-50,1973.0,240501.0
Property4800,RT,Retail,Anchored,SC,51-100,1985.0,99370.0
Property36277,RT,Retail,Unanchored,NC,Other,1991.0,22488.0
Property4776,SS,Self-Storage,Self-Storage,OH,26-50,1990.0,
Property24793,CH,Multifamily,Cooperative,NY,NYC,1944.0,
Property12859,RT,Retail,Anchored,FL,Other,1977.0,77036.0
Property20015,RT,Retail,Unanchored,TX,Top 25,1993.0,5213.0
Property29402,RT,Retail,Power Center / Big Box,AR,Other,2009.0,155315.0
Property18487,RT,Retail,Anchored,MD,Top 25,1995.0,106268.0
Property7515,RT,Retail,Anchored,PA,Other,1976.0,754280.0
Property14629,MF,Multifamily,Garden,MA,Boston,2001.0,
Property27001,RT,Retail,Anchored,MI,Top 25,2008.0,118947.0
Property27245,MF,Multifamily,Conventional,MI,Top 25,1987.0,
Property11867,MF,Multifamily,Garden,MI,Top 25,1987.0,
Property25406,MF,Multifamily,Garden,MI,Top 25,1988.0,
Property19273,OF,Office,Suburban,VA,Top 25,1988.0,20033.0
Property29208,MF,Multifamily,Garden,TX,Other,1978.0,
Property8465,MU,Mixed Use,Retail/Office,TX,Top 25,2004.0,29127.0
Property27431,OF,Office,Urban,CA,26-50,1985.0,334346.0
Property33107,MF,Multifamily,Mid/High Rise,MO,Top 25,1917.0,
Property7758,MF,Multifamily,Low Rise,PA,51-100,1998.0,
Property32045,MF,Multifamily,Conventional,PA,Top 25,1961.0,
Property3637,OF,Office,Suburban,MD,Top 25,1988.0,123663.0
Property28583,OF,Office,Suburban,AZ,Top 25,1986.0,77165.0
Property17636,MU,Mixed Use,Multifamily(62.3%)/Retail(37.7%),WA,Top 25,1912.0,
Property3342,RT,Retail,Anchored,MI,Other,1960.0,280239.0
Property12785,MF,Multifamily,Garden,OH,26-50,1941.0,
Property9685,RT,Retail,Unanchored,TX,Top 25,1981.0,40859.0
Property6121,MF,Multifamily,Garden,WI,Top 25,1960.0,28269.0
Property12439,MF,Multifamily,Conventional,GA,Top 25,1997.0,
Property17370,RT,Retail,Anchored,CA,Other,1961.0,222630.0
Property5524,IN,Industrial/Warehouse,,AZ,Top 25,1999.0,124228.0
Property8454,MF,Multifamily,Multifamily,IN,Other,1972.0,
Property19149,RT,Retail,Anchored,TX,Top 25,2004.0,57459.0
Property9553,MF,Multifamily,Garden,SC,51-100,1969.0,
Property11955,RT,Retail,Anchored,IL,Top 25,1990.0,167482.0
Property35259,IN,Industrial,Warehouse,PA,Other,1971.0,271533.0
Property21956,MH,Manufactured Housing,Manufactured Housing,OR,Other,1967.0,
Property19881,RT,Retail,Unanchored,ID,51-100,1985.0,68997.0
Property26074,MU,Mixed Use,Office/Retail,NC,Top 25,1965.0,325745.0
Property30493,RT,Retail,Anchored,VA,Other,1995.0,46733.0
Property10979,MH,Manufactured Housing,Manufactured Housing,WI,Other,1954.0,
