loan_id,propname,linear_severity,hurdle_severity,selected_model
6273,Property23399,-0.0035470342877674116,0.0029426189027320785,hurdle_current_state
14945,Property1976,0.029541790698884907,0.0018280043732602491,hurdle_current_state
10871,Property7133,-0.018960316922961268,0.000345080399251596,hurdle_current_state
64699,Property14961,0.016838270817931822,0.001720504144208443,hurdle_current_state
16805,Property35441,0.024657757961274937,0.020665988514884617,hurdle_current_state
46870,Property27391,0.04336937922960353,0.018721308067668134,hurdle_current_state
28766,Property18616,-0.01939278930159624,0.0013113234932215121,hurdle_current_state
3575,Property2445,0.08345128160037521,0.002309912369661321,hurdle_current_state
14504,Property18661,0.014747681905640936,0.002183700624172163,hurdle_current_state
41431,Property4393,-0.0033937602986484627,0.0006137454729644138,hurdle_current_state
33694,Property13068,0.025109585309912252,0.003685734783543926,hurdle_current_state
20693,Property8408,0.006782809241275167,0.0273527759861428,hurdle_current_state
14077,Property14876,0.20595916407209033,0.00810580329157871,hurdle_current_state
35778,Property5331,0.03625331015269138,0.004415733590597927,hurdle_current_state
56079,Property4795,0.03711464824336403,0.0040647401643299375,hurdle_current_state
117169,Property2625,-0.05716283016881887,0.00011410140614018235,hurdle_current_state
13385,Property11300,0.3862659676925125,0.4939453444798063,hurdle_current_state
619,Property16672,0.5241727342411399,0.47057889849582635,hurdle_current_state
17282,Property37399,0.01575445099267947,0.02147429394178566,hurdle_current_state
56782,Property7986,-0.008090227495660476,0.002010627489808729,hurdle_current_state
3273,Property544,-0.04183257860356521,0.0005902816800094971,hurdle_current_state
36531,Property36591,-0.029835823221259064,0.00019915810835266186,hurdle_current_state
47906,Property21451,0.05892598100915828,0.016062600182313456,hurdle_current_state
31127,Property7277,-0.0002062453736612485,0.002801567733567113,hurdle_current_state
85646,Property14444,0.009456036310962729,0.0012574494357490012,hurdle_current_state
923,Property23016,0.031526645395601016,0.007862906681336171,hurdle_current_state
25399,Property3278,-0.03422307986736574,0.0002470774532911226,hurdle_current_state
57438,Property24120,0.03077773773391808,0.014205022072551659,hurdle_current_state
